0.0,0.0,0.0
14,-0.01,13.99
15,0.00,15.00
16,0.00,16.00
17,-0.01,16.99
18,-0.01,17.99
19,-0.01,18.99
20,-0.01,19.99
21,-0.01,20.99
22,-0.01,21.99
23,-0.01,22.99
24,-0.01,23.99
25,-0.01,25.00
26,0.00,26.00
27,0.00,27.00
28,-0.01,28.00
29,-0.01,28.99
30,-0.01,29.99
31,-0.01,30.99
32,-0.01,31.99
33,-0.01,32.99
34,-0.01,33.99
35,-0.01,34.99
36,-0.01,35.99
37,-0.01,36.99
38,-0.01,37.99
39,-0.01,38.99
40,-0.01,39.99
41,-0.01,40.99
42,-0.01,41.99
43,-0.01,42.99
44,-0.01,43.99
45,-0.01,44.99
46,-0.01,45.99
47,-0.01,46.99
48,-0.01,47.99
49,-0.01,48.99
50,-0.01,49.99
51,-0.01,51.00
52,-0.01,52.00
53,0.00,53.00
54,0.00,54.00
55,0.00,55.00
56,0.00,56.00
57,0.00,57.00
58,0.00,58.00
59,0.00,59.00
60,0.00,60.00
61,0.00,61.00
62,0.00,62.00
63,0.00,63.00
64,0.01,64.01
65,0.01,65.01
66,0.01,66.01
67,0.01,67.01
68,0.01,68.01
69,0.01,69.01
70,0.01,70.01
71,0.01,71.01
72,0.01,72.01
73,0.01,73.01
74,0.01,74.01
75,0.01,75.01
76,0.01,76.01
77,0.01,77.01
78,0.01,78.01
79,0.01,79.01
80,0.01,80.01
81,0.01,81.01
82,0.01,82.01
83,0.01,83.01
84,0.01,84.01
85,0.01,85.01
86,0.01,86.01
87,0.01,87.01
88,0.01,88.01
89,0.01,89.01
90,0.01,90.01
91,0.01,91.01
92,0.01,92.01
93,0.01,93.01
94,0.01,94.01
95,0.01,95.01
96,0.01,96.01
97,0.01,97.01
98,0.01,98.01
99,0.01,99.01
100,0.01,100.01
110,0.01,110.01
120,0.01,120.01
130,0.01,130.01
140,0.01,140.01
150,0.01,150.01
160,0.01,160.01
170,0.01,170.01
180,0.01,180.01
190,0.01,190.01
200,0.01,200.01
210,0.01,210.01
220,0.01,220.01
230,0.01,230.01
240,0.01,240.01
250,0.01,250.01
260,0.00,260.00
270,0.00,270.00
273.15,0.00,273.15
280,0.00,280.00
290,0.00,290.00
300,-0.01,299.99
310,-0.01,309.99
320,-0.01,319.99
330,-0.02,329.99
340,-0.02,339.98
350,-0.02,349.98
360,-0.02,359.98
370,-0.03,369.98
380,-0.03,379.97
390,-0.03,389.97
400,-0.03,399.97
410,-0.03,409.97
420,-0.04,419.97
430,-0.04,429.96
440,-0.04,439.96
450,-0.04,449.96
460,-0.04,459.96
470,-0.04,469.96
480,-0.04,479.96
490,-0.04,489.96
500,-0.04,499.96
510,-0.04,509.96
520,-0.04,519.96
530,-0.04,529.96
540,-0.04,539.96
550,-0.04,549.96
560,-0.04,559.96
570,-0.04,569.96
580,-0.04,579.96
590,-0.04,589.96
600,-0.04,599.96
610,-0.04,609.96
620,-0.04,619.96
630,-0.04,629.96
640,-0.04,639.96
650,-0.04,649.96
660,-0.05,659.95
670,-0.05,669.95
680,-0.05,679.95
690,-0.05,689.95
700,-0.06,699.95
710,-0.06,709.94
720,-0.06,719.94
730,-0.06,729.94
740,-0.07,739.93
750,-0.07,749.93
760,-0.07,759.93
770,-0.08,769.92
780,-0.08,779.92
790,-0.09,789.91
800,-0.09,799.91
810,-0.09,809.91
820,-0.10,819.90
830,-0.10,829.90
840,-0.10,839.90
850,-0.11,849.89
860,-0.11,859.89
870,-0.11,869.89
880,-0.12,879.88
890,-0.12,889.88
900,-0.12,899.88
903.75,-0.13,903.63
910,-0.09,909.91
920,-0.05,919.95
930,0.00,930.00
940,0.05,940.05
950,0.09,950.09
960,0.14,960.14
970,0.19,970.19
980,0.23,980.23
990,0.27,990.27
1000,0.30,1000.30
1010,0.32,1010.32
1020,0.34,1020.34
1030,0.36,1030.36
1040,0.36,1040.36
1050,0.36,1050.36
1060,0.35,1060.35
1070,0.34,1070.34
1080,0.33,1080.33
1090,0.30,1090.30
1100,0.26,1100.26
1110,0.23,1110.23
1120,0.19,1120.19
1130,0.15,1130.15
1140,0.11,1140.11
1150,0.07,1150.07
1160,0.04,1160.04
1170,0.00,1170.00
1180,-0.02,1179.98
1190,-0.05,1189.95
1200,-0.07,1199.93
1210,-0.09,1209.91
1220,-0.11,1219.89
1230,-0.13,1229.87
1240,-0.15,1239.85
1250,-0.17,1249.83
1260,-0.18,1259.82
1270,-0.19,1269.81
1280,-0.20,1279.80
1290,-0.21,1289.79
1300,-0.22,1299.78
1310,-0.23,1309.77
1320,-0.24,1319.76
1330,-0.25,1329.75
1340,-0.25,1339.75
1350,-0.26,1349.74
1360,-0.26,1359.74
1400,-0.27,1399.73
1500,-0.31,1499.69
1600,-0.36,1599.64
1700,-0.40,1699.60
1800,-0.45,1799.55
1900,-0.50,1899.50
2000,-0.56,1999.44
2100,-0.62,2099.38
2200,-0.68,2199.32
2300,-0.74,2299.26
2400,-0.81,2399.19
2500,-0.87,2499.13
2600,-0.95,2599.05
2700,-1.02,2698.98
2800,-1.09,2798.91
2900,-1.17,2898.83
3000,-1.26,2998.74
3100,-1.34,3098.66
3200,-1.43,3198.57
3300,-1.52,3298.48
3400,-1.62,3398.38
3500,-1.71,3498.29
3600,-1.81,3598.19
3700,-1.92,3698.08
3800,-2.02,3797.98
3900,-2.13,3897.87
4000,-2.24,3997.76
4100,-2.35,4097.65
4200,-2.46,4197.54
4300,-2.58,4297.42
